Annotation1,Annotation2
ZS06g0409500,ZS12g0032800
ZS02g0184800,ZS06g0311700
ZS10g0030800,ZS04g0730400
ZS11g0599900,ZS02g0287500
ZS02g0561800,ZS09g0189900
ZS04g0127200,ZS06g0578800
ZS11g0581200,ZS09g0150900
ZS10g0050100,ZS04g0331300
ZS04g0282100,ZS01g0155400
ZS07g0573600,ZS06g0437800
ZS12g0029600,ZS05g0053400
ZS01g0289600,ZS03g0472300
ZS12g0196000,ZS04g0020800
ZS01g0079400,ZS07g0571900
ZS06g0538500,ZS05g0064200
ZS04g0328100,ZS04g0605500
ZS08g0175700,ZS07g0409200
ZS07g0181000,ZS04g0608500
ZS11g0034400,ZS04g0085500
ZS11g0211600,ZS02g0528600
ZS09g0286100,ZS01g0094900
ZS01g0631400,ZS08g0048500
ZS12g0082400,ZS10g0313900
ZS01g0802200,ZS01g0707900
ZS07g0122100,ZS01g0791000
ZS03g0078800,ZS02g0428000
ZS04g0305600,ZS01g0801800
ZS03g0356900,ZS03g0818600
ZS03g0541700,ZS06g0233500
ZS10g0093100,ZS08g0345700
ZS01g0059100,ZS05g0364300
ZS02g0589400,ZS03g0061200
ZS12g0179800,ZS08g0316400
ZS01g0111300,ZS01g0091200
ZS09g0182100,ZS10g0059700
ZS01g0081100,ZS07g0533600
ZS10g0384400,ZS05g0291800
ZS07g0169200,ZS11g0321400
ZS04g0803700,ZS02g0011000
ZS04g0053800,ZS09g0424400
ZS01g0521400,ZS01g0633700
ZS12g0214600,ZS07g0257600
ZS02g0212500,ZS06g0648200
ZS02g0627700,ZS09g0153400
ZS02g0169400,ZS01g0353300
ZS10g0019200,ZS04g0502300
ZS02g0323700,ZS07g0553600
ZS08g0638800,ZS09g0216600
ZS02g0230900,ZS07g0587000
ZS05g0587200,ZS05g0196900
ZS07g0494000,ZS08g0499100
ZS01g0810400,ZS06g0524100
ZS10g0457800,ZS02g0588500
ZS11g0014900,ZS06g0014300
ZS11g0200300,ZS01g0749700
ZS11g0238500,ZS06g0623700
ZS09g0119500,ZS05g0389500
ZS06g0371400,ZS09g0069900
ZS08g0027000,ZS09g0206900
ZS11g0041200,ZS07g0012300
ZS04g0478400,ZS03g0465200
ZS09g0357600,ZS02g0467300
ZS02g0663600,ZS03g0020200
ZS03g0412200,ZS08g0231300
ZS04g0597900,ZS04g0336200
ZS10g0048900,ZS06g0479700
ZS01g0728400,ZS12g0086500
ZS03g0167000,ZS04g0121000
ZS04g0092000,ZS04g0391500
ZS12g0298500,ZS04g0739300
ZS10g0176800,ZS11g0547500
ZS03g0751000,ZS08g0367400
ZS01g0061200,ZS01g0044000
ZS11g0335000,ZS03g0747600
ZS11g0609500,ZS03g0031500
ZS10g0039400,ZS08g0638600
ZS09g0101600,ZS12g0264400
ZS05g0399600,ZS03g0706000
ZS05g0406100,ZS08g0435700
ZS03g0459800,ZS04g0751600
ZS02g0501200,ZS01g0629900
ZS10g0177500,ZS01g0118100
ZS07g0172800,ZS01g0087800
ZS03g0012800,ZS01g0073600
ZS02g0482900,ZS05g0044300
ZS06g0409300,ZS07g0297600
ZS09g0045400,ZS07g0151400
ZS06g0487700,ZS01g0023500
ZS09g0419600,ZS06g0428200
ZS09g0350900,ZS05g0466400
ZS10g0373600,ZS04g0714500
ZS03g0331400,ZS04g0038000
ZS06g0059900,ZS07g0156900
ZS02g0491000,ZS11g0413400
ZS06g0451700,ZS01g0705500
ZS02g0062200,ZS12g0150600
ZS02g0028600,ZS04g0126300
ZS02g0091000,ZS06g0222200
ZS07g0479500,ZS07g0533500
ZS09g0064300,ZS07g0425100
ZS02g0126400,ZS01g0674600
ZS09g0239700,ZS04g0437000
ZS08g0453100,ZS07g0285100
ZS07g0555300,ZS08g0024600
ZS09g0310700,ZS04g0332800
ZS03g0293200,ZS06g0199300
ZS03g0292400,ZS07g0116100
ZS04g0434800,ZS07g0531800
ZS03g0690500,ZS01g0645200
ZS02g0134200,ZS02g0601200
ZS05g0404300,ZS06g0402100
ZS03g0213400,ZS01g0021500
ZS01g0022400,ZS09g0053100
ZS01g0703600,ZS08g0473600
ZS02g0217400,ZS04g0466200
ZS01g0441400,ZS07g0197100
ZS11g0588800,ZS11g0183100
ZS01g0211200,ZS09g0096500
ZS09g0351200,ZS02g0503400
ZS01g0241800,ZS03g0375000
ZS01g0719600,ZS03g0412800
ZS01g0244200,ZS02g0238000
ZS06g0632200,ZS04g0662900
ZS05g0047600,ZS10g0326600
ZS03g0586400,ZS03g0039300
ZS09g0248500,ZS12g0238500
ZS01g0463500,ZS06g0105200
ZS04g0775600,ZS06g0506600
ZS09g0287600,ZS02g0291300
ZS06g0354600,ZS02g0383300
ZS10g0178900,ZS12g0399100
ZS03g0040000,ZS06g0238100
ZS11g0311300,ZS05g0357000
ZS02g0712600,ZS08g0014200
ZS09g0392900,ZS07g0391900
ZS07g0535200,ZS05g0095000
ZS03g0080900,ZS09g0416700
ZS05g0222600,ZS12g0091000
ZS02g0425000,ZS01g0811400
ZS02g0286700,ZS06g0474000
ZS12g0533100,ZS09g0075000
ZS08g0221700,ZS10g0178900
ZS08g0617000,ZS09g0083700
ZS04g0016900,ZS04g0452400
ZS03g0741200,ZS02g0521100
ZS01g0626800,ZS08g0329000
ZS10g0091700,ZS03g0511300
ZS02g0225500,ZS04g0792800
ZS02g0469200,ZS08g0347000
