Annotation1,Annotation2
ZS11g0481800,ZS07g0449300
ZS09g0373100,ZS06g0019800
ZS07g0433600,ZS12g0469400
ZS06g0253700,ZS04g0672200
ZS06g0308400,ZS02g0220000
ZS07g0361100,ZS03g0617500
ZS03g0243300,ZS10g0068100
ZS03g0296600,ZS11g0424200
ZS08g0587100,ZS06g0546600
ZS04g0341800,ZS01g0315300
ZS12g0014200,ZS05g0309000
ZS01g0384600,ZS03g0176600
ZS04g0280100,ZS02g0390600
ZS03g0079600,ZS03g0408300
ZS12g0183300,ZS07g0481100
ZS06g0528600,ZS10g0277100
ZS09g0348300,ZS02g0590700
ZS07g0024000,ZS06g0323200
ZS02g0466500,ZS02g0700200
ZS12g0200200,ZS02g0035700
ZS06g0568200,ZS12g0118000
ZS01g0422900,ZS06g0527900
ZS08g0640500,ZS07g0462100
ZS11g0088900,ZS02g0035200
ZS01g0529700,ZS08g0610000
ZS04g0431900,ZS07g0506500
ZS12g0022800,ZS12g0407900
ZS04g0453100,ZS05g0546600
ZS06g0661700,ZS10g0295200
ZS11g0211600,ZS01g0143700
ZS03g0115000,ZS11g0308000
ZS07g0445800,ZS05g0426900
ZS10g0475800,ZS11g0487000
ZS08g0556100,ZS03g0011500
ZS04g0334300,ZS01g0043700
ZS06g0176700,ZS11g0431900
ZS06g0527700,ZS11g0153600
ZS03g0239500,ZS05g0188400
ZS04g0209600,ZS07g0566500
ZS02g0644800,ZS08g0455400
ZS05g0089200,ZS12g0058900
ZS05g0326300,ZS06g0058300
ZS05g0581600,ZS08g0605400
ZS05g0254300,ZS01g0533000
ZS11g0607700,ZS07g0088800
ZS05g0186600,ZS08g0465000
ZS11g0234800,ZS07g0470400
ZS07g0438400,ZS01g0253900
ZS09g0181700,ZS06g0534000
ZS03g0465600,ZS01g0478100
ZS09g0174400,ZS01g0787300
ZS05g0573700,ZS12g0161300
ZS01g0684600,ZS04g0097200
ZS05g0150900,ZS02g0693000
ZS03g0331400,ZS05g0065200
ZS10g0395800,ZS08g0569000
ZS02g0574100,ZS02g0638600
ZS12g0026000,ZS04g0013200
ZS07g0216100,ZS05g0177000
ZS12g0461500,ZS11g0172500
ZS02g0244800,ZS04g0399200
ZS02g0133500,ZS07g0257100
ZS10g0396900,ZS09g0200600
ZS07g0235000,ZS03g0560600
ZS03g0463800,ZS10g0143900
ZS06g0533500,ZS08g0603600
ZS02g0661700,ZS08g0423600
ZS08g0286600,ZS09g0178700
ZS06g0511600,ZS03g0676000
ZS05g0515600,ZS09g0097700
ZS06g0424500,ZS10g0354300
ZS11g0436500,ZS10g0213800
ZS12g0251000,ZS01g0445700
ZS08g0538900,ZS12g0047500
ZS07g0097500,ZS01g0647600
ZS05g0285100,ZS06g0291800
ZS10g0108300,ZS02g0424500
ZS09g0339800,ZS02g0328100
ZS11g0586200,ZS08g0020000
ZS03g0284200,ZS10g0337900
ZS08g0380000,ZS09g0021500
ZS02g0246100,ZS06g0439800
ZS06g0473100,ZS12g0449900
ZS04g0634100,ZS10g0173900
ZS03g0455200,ZS07g0382000
ZS11g0592100,ZS01g0041500
ZS06g0054800,ZS11g0355000
ZS04g0801900,ZS06g0019900
ZS03g0333300,ZS05g0183900
ZS03g0208200,ZS07g0191300
ZS11g0011800,ZS06g0075200
ZS04g0036500,ZS05g0118000
ZS06g0342300,ZS05g0025600
ZS10g0013500,ZS12g0507300
ZS08g0087300,ZS04g0015400
ZS10g0454300,ZS03g0169800
ZS05g0157400,ZS02g0064400
ZS09g0017100,ZS05g0559100
ZS02g0459500,ZS03g0173800
ZS08g0564300,ZS09g0367600
ZS04g0535900,ZS12g0098700
ZS12g0147500,ZS12g0399600
ZS10g0395500,ZS04g0122000
ZS11g0223600,ZS07g0273800
ZS08g0308000,ZS01g0556700
ZS11g0361700,ZS07g0459400
ZS07g0115300,ZS07g0473100
ZS02g0250100,ZS02g0387900
ZS11g0530000,ZS07g0190900
ZS11g0527100,ZS09g0302400
ZS03g0300600,ZS02g0561900
ZS11g0073700,ZS06g0100300
ZS02g0664200,ZS07g0524900
ZS04g0676800,ZS03g0216300
ZS01g0699400,ZS07g0423200
ZS10g0089600,ZS01g0016700
ZS05g0230600,ZS01g0798400
ZS05g0505900,ZS04g0699100
ZS01g0578000,ZS01g0406900
ZS06g0295000,ZS03g0204300
ZS02g0025700,ZS01g0699300
ZS09g0273700,ZS08g0222800
ZS12g0450000,ZS06g0387800
ZS11g0012500,ZS05g0543300
ZS02g0111400,ZS01g0721500
ZS03g0141700,ZS09g0102500
ZS12g0238200,ZS01g0216900
ZS12g0023100,ZS09g0123500
ZS02g0594100,ZS07g0550900
ZS08g0472200,ZS10g0085100
ZS09g0172100,ZS11g0605100
ZS08g0521900,ZS10g0107900
ZS11g0270600,ZS01g0383400
ZS08g0622600,ZS02g0242000
ZS02g0091900,ZS08g0545900
ZS12g0102600,ZS08g0457200
ZS08g0137800,ZS09g0313900
ZS11g0426800,ZS01g0499900
ZS05g0086900,ZS02g0030900
ZS09g0122900,ZS12g0476400
ZS09g0373200,ZS08g0035300
ZS08g0253400,ZS01g0645400
ZS12g0534200,ZS10g0057600
ZS05g0517400,ZS10g0436800
ZS05g0077900,ZS12g0269700
ZS02g0074100,ZS01g0562300
ZS11g0429300,ZS07g0299600
ZS10g0301100,ZS07g0118900
ZS03g0586500,ZS03g0677500
ZS01g0524900,ZS11g0439500
ZS03g0750500,ZS08g0151500
ZS08g0137000,ZS07g0429400
ZS04g0485800,ZS04g0465400
ZS05g0216000,ZS11g0019500
ZS03g0606100,ZS04g0735300
ZS08g0021500,ZS11g0043300
ZS10g0307500,ZS02g0198400
ZS01g0421500,ZS01g0780100
ZS07g0152000,ZS08g0317500
ZS05g0325600,ZS03g0591000
ZS09g0411800,ZS02g0122600
ZS02g0108400,ZS11g0323900
ZS08g0580900,ZS05g0010700
ZS11g0022300,ZS10g0194500
ZS05g0587500,ZS03g0720400
ZS07g0299300,ZS07g0024500
ZS12g0410900,ZS06g0102800
ZS06g0628400,ZS01g0559500
ZS01g0787300,ZS12g0251200
ZS10g0436000,ZS09g0020300
ZS05g0476600,ZS11g0065800
ZS01g0081800,ZS01g0798100
ZS06g0038500,ZS03g0369500
ZS02g0542800,ZS02g0708800
ZS09g0421000,ZS02g0251700
ZS11g0522400,ZS04g0571000
ZS04g0683200,ZS07g0584900
ZS03g0071600,ZS09g0190600
ZS01g0801600,ZS01g0556200
ZS03g0657100,ZS08g0361800
ZS01g0428600,ZS12g0045000
ZS03g0750300,ZS03g0763900
ZS02g0680100,ZS09g0343900
ZS03g0078800,ZS11g0019100
ZS07g0551600,ZS12g0174300
ZS06g0240700,ZS01g0076700
ZS03g0821100,ZS04g0228500
ZS02g0702000,ZS05g0535400
ZS09g0206300,ZS07g0375600
ZS12g0214300,ZS02g0347900
ZS03g0151200,ZS08g0232000
ZS03g0049900,ZS09g0197200
ZS09g0333200,ZS03g0735000
ZS08g0123600,ZS12g0386600
ZS07g0460500,ZS01g0088200
ZS08g0312000,ZS04g0429000
ZS12g0174500,ZS12g0153500
ZS03g0296300,ZS01g0296800
ZS04g0784600,ZS12g0080800
ZS04g0337100,ZS07g0380800
ZS02g0254100,ZS05g0086100
ZS04g0486700,ZS10g0055200
ZS03g0098900,ZS08g0102000
ZS04g0520300,ZS01g0172900
ZS02g0401000,ZS10g0257600
ZS08g0399100,ZS01g0553200
ZS12g0046000,ZS01g0284700
ZS10g0225700,ZS11g0363400
ZS05g0365200,ZS03g0028300
ZS03g0336600,ZS07g0540900
ZS10g0111900,ZS11g0601900
ZS03g0318700,ZS04g0372900
ZS11g0595700,ZS09g0238300
ZS05g0226300,ZS11g0425100
ZS01g0599600,ZS02g0327300
ZS04g0682100,ZS07g0244300
ZS02g0526800,ZS10g0049000
ZS08g0371000,ZS08g0538200
ZS08g0565900,ZS05g0184600
ZS10g0112000,ZS09g0025200
ZS01g0385700,ZS10g0278600
ZS12g0166800,ZS02g0231300
ZS09g0285200,ZS08g0135200
ZS03g0654300,ZS09g0200300
ZS03g0332000,ZS02g0277700
ZS06g0432500,ZS08g0427700
ZSUN02g00100,ZS10g0172100
ZS03g0820000,ZS02g0590100
ZS08g0448700,ZS01g0553000
ZS11g0562300,ZS03g0023300
ZS09g0063400,ZS01g0686000
ZS02g0440000,ZS09g0020500
ZS08g0378400,ZS11g0130200
ZS04g0535300,ZS01g0561600
ZS04g0088700,ZS08g0229200
ZS06g0088300,ZS06g0269200
ZS04g0622200,ZS09g0356600
ZS08g0316400,ZS06g0204500
ZS07g0178100,ZS06g0645000
ZS09g0274500,ZS01g0487400
ZS08g0367300,ZS06g0339100
ZS10g0358600,ZS07g0047600
ZS02g0303700,ZS04g0187300
ZS07g0067000,ZS09g0265000
ZS02g0011300,ZS04g0274300
ZS01g0330400,ZS11g0377900
ZS03g0335000,ZS09g0019200
ZS05g0313600,ZS04g0281300
ZS11g0035200,ZS06g0651100
ZS02g0161300,ZS01g0153300
ZS01g0547900,ZS07g0028500
ZS03g0539200,ZS06g0058000
ZS11g0316800,ZS03g0213500
ZS08g0522900,ZS11g0433200
ZS04g0196400,ZS01g0295600
ZS07g0089100,ZS08g0466200
ZS02g0656400,ZS04g0057200
ZS10g0224000,ZS12g0081100
ZS03g0094900,ZS04g0174000
ZS04g0672300,ZS03g0482100
ZS01g0466200,ZS06g0327300
ZS12g0390900,ZS05g0492600
ZS10g0179700,ZS03g0768200
ZS06g0309700,ZS04g0221100
ZS10g0171700,ZS12g0295600
ZS02g0275000,ZS06g0661200
ZS04g0236500,ZS02g0718500
ZS06g0330900,ZS12g0160300
ZS12g0010400,ZS08g0017600
ZS12g0126100,ZS09g0217400
ZS03g0291200,ZS08g0371600
ZS02g0130400,ZS08g0317400
ZS05g0604800,ZS10g0301600
ZS01g0481400,ZS08g0655500
ZS06g0665800,ZS03g0177600
ZS10g0030900,ZS06g0159800
ZS05g0089600,ZS03g0062200
ZS01g0711800,ZS04g0653900
ZS03g0117100,ZS10g0070700
ZS06g0287000,ZS02g0125300
ZS07g0350000,ZS04g0449500
ZS12g0167400,ZS11g0201200
ZS01g0730800,ZS03g0768100
ZS02g0181400,ZS01g0745900
ZS02g0678000,ZS06g0159600
ZS10g0347100,ZS06g0517300
ZS02g0527400,ZS04g0679400
ZS09g0187800,ZS05g0158100
ZS08g0216900,ZS09g0319800
ZS08g0507800,ZS04g0229300
ZS03g0692700,ZS05g0323700
ZS12g0130700,ZS07g0412300
ZS06g0324700,ZS08g0372000
ZS10g0156400,ZS07g0259300
ZS01g0075600,ZS02g0329500
ZS07g0422500,ZS01g0285900
ZS06g0666100,ZS08g0557300
ZS08g0222000,ZS10g0169900
ZS01g0074800,ZS08g0464600
ZS05g0022200,ZS05g0566400
ZS10g0344900,ZS01g0644400
ZS01g0775200,ZS07g0470700
ZS07g0454000,ZS04g0489400
ZS01g0763900,ZS07g0530300
ZS08g0227900,ZS03g0568400
ZS10g0034700,ZS01g0728100
ZS05g0513200,ZS01g0479400
ZS09g0161900,ZS08g0103400
ZS05g0511800,ZS08g0174900
ZS04g0549000,ZS09g0124100
ZS06g0542800,ZS12g0227600
ZS04g0667400,ZS01g0521900
ZS07g0485700,ZS03g0649100
ZS04g0146100,ZS08g0022200
ZS05g0359300,ZS02g0225500
ZS03g0341100,ZS12g0092700
ZS01g0714900,ZS02g0316500
ZS11g0522100,ZS04g0652800
ZS12g0153000,ZS01g0250000
ZS07g0299600,ZS12g0263000
ZS02g0501000,ZS03g0814900
ZS03g0714500,ZS06g0022800
ZS05g0475000,ZS09g0122600
ZS04g0738400,ZS12g0359300
ZS03g0014000,ZS01g0045800
ZS08g0430500,ZS01g0500800
ZS06g0056700,ZS09g0270000
ZS06g0240900,ZS08g0527000
ZS04g0555500,ZS04g0179600
ZS03g0470900,ZS05g0422800
ZS12g0235900,ZS04g0225600
ZS01g0488800,ZS03g0722800
ZS03g0180500,ZS12g0171600
ZS12g0098500,ZS03g0521100
ZS03g0470300,ZS01g0701000
ZS07g0379500,ZS03g0714800
ZS06g0284400,ZS07g0124700
ZS11g0210100,ZS12g0399000
ZS07g0475800,ZS04g0719500
ZS03g0475700,ZS09g0321000
