Annotation1,Annotation2
MH04g0218500,MH07g0233300
MH07g0168700,MH11g0400700
MH06g0239000,MH07g0495200
MH10g0423100,MH05g0525700
MH07g0228600,MH03g0518700
MH05g0145200,MH03g0509200
MH12g0102900,MH05g0128100
MH02g0522200,MH10g0281700
MH02g0238800,MH11g0332000
MH06g0049800,MH07g0464600
MH04g0674600,MH07g0445800
MH08g0546900,MH09g0278100
MH01g0111300,MH10g0250700
MH04g0080800,MH03g0515800
MH10g0288200,MH01g0120600
MH02g0479600,MH11g0579500
MH06g0450600,MH10g0227100
MH08g0483700,MH05g0428500
MH02g0286200,MH07g0240300
MH05g0120800,MH04g0654200
MH04g0294200,MH04g0276800
MH10g0015400,MH03g0046100
MH03g0285700,MH09g0302700
MH07g0020300,MH01g0743600
MH05g0178700,MH11g0112400
MH11g0501600,MH02g0159800
MH01g0563100,MH07g0391900
MH11g0536800,MH05g0352600
MH02g0108700,MH02g0098700
MH07g0330700,MH01g0477400
MH07g0465000,MH12g0413900
MH05g0065100,MH01g0284800
MH02g0097900,MH01g0448400
MH09g0351300,MH06g0655200
MH05g0177000,MH07g0434000
MH08g0090300,MH06g0507900
MH01g0651200,MH12g0099800
MH07g0350300,MH02g0594600
MH06g0511800,MH03g0623800
MH09g0170200,MH06g0043600
MH01g0115900,MH03g0290500
MH02g0570500,MH05g0567100
MH11g0651000,MH03g0758900
MH07g0546200,MH04g0378600
MH01g0518000,MH07g0309500
MH07g0134200,MH05g0054800
MH01g0581700,MH09g0372200
MH01g0221600,MH12g0248600
MH06g0250200,MH03g0549500
MH07g0352700,MH02g0275900
MH05g0465700,MH05g0191100
MH04g0398100,MH06g0157500
MH03g0133900,MH01g0228100
MH02g0704100,MH05g0342600
MH11g0572800,MH12g0229200
MH10g0128400,MH01g0082300
MH01g0816000,MH02g0037400
MH09g0296600,MH04g0400300
MH04g0352800,MH09g0337300
MH05g0494100,MH03g0500100
MH02g0054900,MH01g0473400
MH06g0280600,MH12g0087700
MH11g0290300,MH04g0048800
MH01g0370200,MH12g0109900
MH06g0016200,MH03g0043800
MH12g0346100,MH11g0167200
MH11g0652000,MH04g0043300
MH06g0696200,MH01g0443400
MH09g0040700,MH04g0105800
MH08g0553600,MH10g0259900
MH11g0226800,MH05g0455900
MH07g0326200,MH02g0673100
MH05g0227300,MH04g0106500
MH10g0223000,MH05g0563500
MH04g0490200,MH01g0189700
MH02g0666400,MH06g0397100
MH04g0357700,MH02g0659800
MH07g0286100,MH07g0263600
MH02g0101700,MH05g0294700
MH09g0397600,MH07g0120300
MH05g0229400,MH01g0727300
MH01g0084100,MH02g0045100
MH03g0152200,MH01g0094600
MH09g0332400,MH09g0296200
MH08g0051300,MH11g0040100
MH11g0570000,MH12g0354400
MH10g0227200,MH07g0516600
MH10g0045000,MH03g0729100
MH03g0162300,MH02g0143500
MH12g0125400,MH08g0176500
MH07g0014200,MH06g0129600
MH10g0425500,MH07g0515900
MH01g0327200,MH04g0646600
MH12g0246200,MH02g0128900
MH03g0627200,MH12g0211000
MH03g0423400,MH10g0080200
MH11g0186700,MH05g0272800
MH03g0154700,MH03g0264700
MH03g0146800,MH06g0570800
MH10g0105600,MH07g0183100
MH05g0546100,MH11g0582300
MH05g0561200,MH02g0098700
MH03g0232600,MH05g0469500
MH12g0364000,MH07g0103000
MH10g0360300,MH11g0646700
MH10g0181500,MH12g0121800
MH01g0587000,MH02g0421400
MH10g0326900,MH06g0088900
MH10g0187800,MH05g0232300
MH11g0037200,MH08g0298400
MH05g0568600,MH07g0537200
MH01g0498900,MH08g0296200
MH04g0486700,MH12g0131200
MH02g0405100,MH01g0076400
MH01g0182700,MH05g0055700
MH12g0133600,MH03g0324200
MH03g0024600,MH03g0701700
MH04g0548100,MH08g0395100
MH07g0029700,MH03g0546700
MH12g0416300,MH03g0586800
MH05g0344500,MH06g0685100
MH05g0407000,MH02g0379100
MH01g0590200,MH07g0090200
MH03g0687700,MH01g0635100
MH11g0536300,MH12g0406900
MH11g0081000,MH12g0201700
MH01g0137600,MH05g0062100
MH02g0386400,MH02g0046400
MH07g0154200,MH11g0435700
MH03g0225800,MH04g0130300
MH01g0423100,MH10g0317200
MH03g0642200,MH06g0357800
MH09g0057900,MH09g0071800
MH04g0462900,MH01g0432200
MH03g0065100,MH10g0286500
MH09g0186800,MH01g0218100
MH06g0151000,MH03g0121100
MH12g0391500,MH07g0306600
MH01g0188500,MH12g0414200
MH09g0064200,MH02g0220800
MH01g0340500,MH04g0561500
MH11g0125400,MH11g0368400
MH06g0408200,MH09g0395300
MH08g0341700,MH02g0402000
MH10g0363100,MH06g0239700
MH11g0651200,MH09g0268700
MH05g0283300,MH04g0214600
MH01g0603200,MH05g0274800
MH02g0328900,MH05g0326000
MH10g0195400,MH02g0545900
MH12g0298600,MH02g0061100
MH01g0036800,MH01g0279700
MH01g0526200,MH07g0031700
MH08g0479100,MH10g0254600
MH11g0332200,MH10g0324400
MH08g0390100,MH08g0310900
MH04g0113200,MH01g0522500
MH09g0234100,MH03g0176500
MH06g0025000,MH10g0421200
MH04g0280800,MH01g0273400
MH07g0533600,MH06g0253200
MH05g0531000,MH09g0411400
MH05g0510500,MH06g0659200
MH10g0431600,MH02g0624100
MH11g0479800,MH01g0446900
MH07g0192900,MH11g0586800
MH11g0148300,MH02g0665500
MH11g0562900,MH05g0295500
MH12g0306300,MH04g0041600
MH01g0790000,MH09g0149600
MH03g0644700,MH04g0199800
MH07g0318700,MH07g0504700
MH09g0023600,MH02g0340500
MH01g0159900,MH03g0368600
MH01g0490000,MH04g0359200
MH12g0450400,MH04g0071500
MH08g0437900,MH04g0306900
MH09g0181600,MH08g0333600
MH01g0178300,MH06g0017600
MH12g0310000,MH11g0560800
MH07g0435800,MH04g0636400
MH11g0412200,MH04g0631600
MH11g0376800,MH04g0708400
MH05g0212100,MH07g0401800
MH07g0286100,MH05g0515100
MH01g0495300,MH07g0100400
MH02g0427200,MH11g0588800
MH02g0309100,MH02g0281200
MH09g0452000,MH04g0051900
MH02g0088000,MH10g0417000
MH06g0362300,MH01g0141200
MH03g0041500,MH10g0180900
MH01g0401800,MH08g0519900
MH03g0612700,MH10g0248400
MH08g0139300,MH05g0065000
MH04g0034900,MH05g0045300
MH03g0439700,MH02g0610500
MH07g0551700,MH08g0555900
MH10g0249200,MH05g0327800
MH08g0010900,MH09g0229700
MH01g0737500,MH11g0657500
MH03g0684800,MH12g0011100
MH11g0255000,MH02g0233700
MH09g0186200,MH12g0402600
MH04g0030900,MH06g0225100
MH03g0360700,MH09g0376700
MH11g0115000,MH12g0119500
MH04g0031200,MH06g0578700
MH07g0023400,MH01g0033800
MH01g0675500,MH02g0111400
MH11g0363100,MH02g0482700
MH06g0475200,MH01g0724600
MH04g0211000,MH06g0022300
MH05g0155100,MH08g0432800
MH12g0083900,MH01g0734600
MH04g0705900,MH07g0096900
MH01g0313700,MH03g0361000
MH04g0542800,MH03g0130000
MH01g0709800,MH04g0194200
MH01g0392800,MH01g0283100
MH05g0256200,MH09g0072700
MH12g0452500,MH04g0237100
MH06g0703300,MH04g0680400
MH02g0149400,MH10g0252500
MH06g0150300,MH01g0247000
MH01g0533900,MH05g0058300
MH10g0334700,MH03g0366600
MH03g0365700,MH11g0371900
MH09g0200100,MH10g0184300
MH12g0085500,MH01g0692900
MH02g0168000,MH10g0217200
MH10g0221300,MH01g0530500
MH12g0141100,MH11g0216100
MH07g0247200,MH06g0626100
MH01g0531400,MH09g0218400
MH05g0032400,MH06g0148700
MH03g0415600,MH02g0053800
MH01g0098700,MH01g0128000
MH08g0116700,MH11g0035200
MH04g0252500,MH08g0123000
MH11g0544000,MH04g0663400
MH06g0694500,MH02g0402200
MH07g0308200,MH03g0273700
MH03g0188900,MH11g0055200
MH05g0177800,MH01g0494800
MH11g0212800,MH04g0581200
MH01g0815700,MH01g0299600
MH01g0486900,MH02g0086000
MH04g0249500,MH06g0415000
MH06g0453100,MH08g0487800
MH02g0467800,MH07g0491900
MH04g0062300,MH07g0530800
MH06g0224900,MH01g0604600
MH04g0200800,MH05g0475500
MH01g0598200,MH02g0612100
MH01g0188000,MH09g0138000
MH08g0180000,MH04g0122100
MH04g0084900,MH12g0058900
MH07g0285100,MH05g0426900
MH01g0701700,MH10g0043700
MH09g0245500,MH04g0464100
MH09g0472200,MH03g0100600
MH10g0267000,MH06g0229200
MH08g0543800,MH04g0358500
MH02g0315200,MH01g0448200
MH01g0011400,MH03g0689500
MH02g0490200,MH08g0057600
MH04g0065100,MH05g0548900
MH06g0129100,MH01g0485900
MH02g0486100,MH07g0045300
MH09g0267700,MH05g0322400
MH11g0486300,MH04g0606500
MH07g0180500,MH01g0326300
MH05g0280500,MH05g0212900
MH09g0443500,MH10g0137300
MH01g0593900,MH03g0340900
MH02g0440700,MH01g0078000
MH02g0063300,MH08g0363700
MH02g0280900,MH04g0240000
MH06g0100000,MH08g0544100
MH01g0072200,MH10g0333800
MH02g0511900,MH02g0409500
MH01g0776800,MH09g0167100
MH08g0252800,MH08g0244500
MH03g0689000,MH10g0043700
MH09g0468500,MH04g0678300
MH05g0103300,MH03g0629300
MH05g0124000,MH02g0545400
MH10g0234500,MH06g0270400
MH06g0376500,MH06g0698700
MH07g0110300,MH04g0449000
MH05g0320400,MH09g0178700
MH07g0426400,MH09g0034000
MH11g0292900,MH11g0514200
MH08g0178700,MH07g0233200
MH06g0085700,MH01g0133300
MH04g0607900,MH05g0235800
MH06g0468300,MH07g0546900
MH10g0329300,MH12g0013100
MH08g0110400,MH04g0557500
MH04g0412700,MH07g0276900
MH05g0299600,MH07g0032400
MH07g0078900,MH01g0808600
MH09g0026400,MH07g0435300
MH03g0583700,MH04g0168000
MH04g0407500,MH10g0350800
MH02g0278100,MH03g0176300
MH08g0342400,MH02g0021200
MH08g0245200,MH05g0571400
MH03g0057600,MH11g0089500
MH06g0678300,MH01g0710200
MH06g0461800,MH08g0111300
MH10g0146300,MH07g0119600
MH05g0082500,MH03g0085700
MH03g0498600,MH06g0472100
MH02g0503600,MH01g0364100
MH03g0493900,MH11g0360800
MH03g0505300,MH06g0148500
MH05g0383900,MH12g0317600
MH01g0287700,MH03g0025700
MH02g0059300,MH11g0138000
MH07g0139700,MH01g0240100
MH06g0250700,MH06g0639200
MH11g0451000,MH12g0237200
MH10g0035200,MH04g0106400
MH08g0243500,MH11g0583100
MH01g0469900,MH03g0377500
MH11g0364800,MH05g0340300
MH11g0187000,MH03g0150400
MH05g0511200,MH06g0147100
MH01g0250600,MH02g0486300
MH08g0342600,MH07g0415500
MH08g0414800,MH01g0679900
MH02g0116400,MH01g0631000
MH06g0104700,MH06g0062700
MH04g0626900,MH07g0247200
MH01g0776400,MH06g0593500
MH06g0313800,MH03g0502700
MH05g0160500,MH06g0216200
MH11g0010200,MH07g0527200
MH04g0046200,MH11g0073900
MH03g0406900,MH01g0084900
MH09g0269100,MH12g0033800
MH04g0104900,MH02g0676400
MH03g0449200,MH12g0143100
MH06g0567400,MH09g0198300
MH01g0339500,MH03g0077200
MH06g0585600,MH04g0598000
MH10g0059000,MH04g0143500
MH05g0429800,MH06g0458400
MH06g0197800,MH01g0323200
MH03g0370200,MH11g0419000
MH03g0223500,MH02g0479000
MH07g0446500,MH01g0759400
MH04g0099300,MH07g0536200
MH01g0588800,MH03g0090800
MH10g0027200,MH09g0310200
MH08g0365300,MH02g0606200
MH07g0276800,MH01g0276400
MH09g0031700,MH12g0264600
MH01g0403200,MH11g0021600
MH06g0508800,MH12g0186100
MH02g0507200,MH06g0013400
MH08g0482400,MH06g0306000
MH01g0340500,MH01g0595000
MH09g0148100,MH07g0511300
MH10g0078900,MH02g0569000
MH01g0411700,MH12g0044600
MH12g0361000,MH12g0401600
MH02g0065700,MH06g0351500
MH08g0512600,MH01g0136800
MH08g0364000,MH11g0386600
MH10g0171800,MH09g0041600
MH08g0129400,MH02g0308200
MH05g0273600,MH07g0497000
MH11g0115100,MH04g0024500
MH03g0291100,MH02g0246500
MH07g0095700,MH10g0243500
MH01g0013500,MH06g0641400
MH01g0340600,MH01g0709300
MH09g0326600,MH03g0695700
MH03g0549100,MH11g0661900
MH02g0053200,MH02g0391000
MH04g0254100,MH02g0093100
MH08g0271600,MH04g0676100
MH05g0408600,MH05g0382900
MH10g0434100,MH07g0306600
MH07g0102400,MH06g0020900
MH09g0032200,MH06g0249000
MH03g0646500,MH02g0342200
MH05g0077600,MH01g0804800
MH04g0349800,MH06g0355200
MH03g0162700,MH03g0164800
MH06g0377100,MH11g0112600
MH08g0411100,MH02g0177200
MH09g0031100,MH12g0016200
MH01g0040300,MH07g0414000
MH03g0066800,MH06g0017900
MH02g0117500,MH01g0073100
MH11g0345200,MH06g0348900
MH08g0124200,MH05g0011800
MH08g0276300,MH07g0338300
MH05g0102900,MH01g0135000
MH12g0100400,MH06g0471900
MH06g0609800,MH02g0296300
MH07g0113600,MH03g0191500
MH06g0243700,MH07g0104300
MH12g0325300,MH11g0393600
MH07g0172100,MH02g0234400
MH12g0297900,MH12g0113200
MH12g0430600,MH01g0277400
MH10g0138800,MH10g0266300
MH11g0250300,MH09g0407100
MH02g0201400,MH08g0065400
MH08g0160900,MH08g0055200
MH12g0155600,MH03g0271000
MH11g0253700,MH08g0425600
MH09g0312900,MH12g0177300
MH04g0600900,MH01g0296200
MH05g0350500,MH12g0197100
MH06g0454300,MH03g0701800
MH01g0584200,MH11g0349400
MH12g0133700,MH03g0398300
MH01g0405700,MH12g0040700
MH07g0157800,MH07g0012400
MH04g0050300,MH03g0212000
MH08g0196700,MH01g0090800
MH03g0152300,MH06g0701500
MH08g0135800,MH11g0523200
MH08g0552300,MH11g0136500
MH08g0460300,MH08g0065600
MH04g0230600,MH06g0236600
MH08g0488200,MH03g0130200
MH08g0051500,MH06g0628100
MH11g0497100,MH09g0297000
MH01g0699300,MH01g0637400
MH12g0393900,MH09g0102100
MH06g0622200,MH05g0453000
MH01g0758600,MH10g0402200
MH06g0095900,MH11g0547400
MH10g0020600,MH03g0500300
MH09g0097400,MH06g0442900
MH04g0224700,MH06g0582700
MH12g0297400,MH06g0573300
MH06g0048100,MH09g0032000
MH03g0381800,MH04g0409200
MH10g0031500,MH03g0161600
MH11g0655200,MH11g0047400
MH09g0031100,MH01g0086900
MH12g0102000,MH06g0461500
MH01g0064800,MH06g0351600
MH02g0285800,MH01g0170400
MH03g0474900,MH08g0571000
MH05g0282800,MH08g0334700
MH02g0668100,MH05g0300500
MH06g0153600,MH09g0463600
MH06g0109000,MH04g0558000
MH09g0264800,MH04g0467600
MH03g0189800,MH09g0034400
MH01g0520700,MH12g0152300
MH12g0034900,MH07g0436400
MH12g0262800,MH04g0103200
MH02g0709700,MH02g0608100
MH04g0065200,MH07g0024100
MH03g0696700,MH11g0383400
MH05g0066900,MH10g0169800
MH05g0347600,MH06g0092100
MH09g0350100,MH07g0546300
MH03g0651900,MH02g0057600
MH11g0316900,MH11g0181800
MH12g0452600,MH07g0104400
MH10g0054100,MH12g0246900
MH04g0603200,MH07g0220300
MH02g0606400,MH04g0490900
MH04g0684200,MH01g0191200
MH08g0216200,MH05g0347100
MH05g0101100,MH07g0270800
MH05g0404300,MH04g0499500
MH12g0099600,MH02g0708100
MH03g0131700,MH02g0544400
MH12g0410700,MH01g0185500
MH08g0492800,MH06g0567100
MH02g0299800,MH09g0379300
MH03g0303100,MH03g0428500
MH06g0014300,MH12g0387000
MH01g0316400,MH01g0524200
MH02g0273200,MH08g0554700
MH05g0282400,MH04g0233500
MH11g0373700,MH07g0538900
MH07g0273200,MH04g0603900
MH11g0383500,MH02g0172100
MH11g0446500,MH07g0164100
MH10g0198100,MH08g0310900
MH02g0074100,MH04g0575200
MH06g0532200,MH07g0189100
MH12g0140500,MH07g0232000
MH08g0279400,MH08g0020900
MH03g0562900,MH03g0271600
MH04g0660000,MH12g0109700
MH02g0461500,MH01g0371700
MH12g0116400,MH07g0404500
MH11g0039300,MH09g0098900
MH07g0509600,MH10g0112800
MH08g0129000,MH03g0571000
MH01g0761500,MH11g0170000
MH11g0658000,MH09g0296400
MH12g0423500,MH06g0466700
MH03g0174300,MH07g0390200
MH02g0046200,MH04g0049100
MH08g0519900,MH01g0511000
MH01g0068500,MH03g0280200
MH07g0142400,MH01g0818500
MH06g0104000,MH11g0029300
MH05g0158600,MH06g0254400
MH05g0303800,MH10g0402000
MH03g0043600,MH09g0042300
MH08g0061600,MH11g0585800
MH11g0304900,MH06g0231700
MH06g0683400,MH11g0010700
MH01g0760200,MH06g0445100
MH02g0342400,MH04g0654200
MH11g0354800,MH02g0393300
MH07g0017500,MH10g0324800
MH01g0430400,MH01g0044700
MH07g0047000,MH06g0429400
MH10g0370300,MH01g0802000
MH12g0131900,MH03g0673300
MH12g0049800,MH07g0265200
MH12g0048200,MH01g0753200
MH09g0337600,MH05g0071200
MH02g0291800,MH04g0640400
MH05g0345700,MH02g0048200
MH12g0310300,MH04g0206600
MH02g0172400,MH08g0243200
MH03g0382100,MH10g0109100
MH03g0571700,MH03g0023600
MH11g0521600,MH04g0044000
MH02g0143900,MH09g0212400
MH12g0212400,MH03g0726700
MH07g0064100,MH11g0250200
MH04g0432400,MH05g0413700
MH06g0400800,MH12g0237200
MH06g0153600,MH01g0152300
MH11g0523100,MH12g0300000
MH07g0308800,MH05g0131400
MH06g0452300,MH01g0686000
MH03g0424500,MH11g0517200
MH04g0660900,MH01g0521100
MH02g0305100,MH06g0251500
MH05g0094800,MH04g0226100
MH03g0747500,MH03g0173100
MH11g0437100,MH10g0428500
MH04g0521100,MH01g0524800
MH03g0186900,MH04g0595600
