Annotation1,Annotation2
MH01g0011600,MH11g0218200
MH10g0123500,MH11g0085600
MH05g0262200,MH04g0679200
MH07g0128700,MH02g0270300
MH12g0409400,MH12g0387300
MH12g0061000,MH02g0643700
MH07g0189500,MH08g0213800
MH11g0011300,MH06g0553500
MH05g0335200,MH05g0321100
MH03g0724600,MH10g0016600
MH11g0532300,MH03g0430500
MH04g0411600,MH10g0295800
MH04g0278700,MH05g0152500
MH05g0272800,MH06g0402300
MH02g0223300,MH01g0065500
MH04g0192800,MH06g0287900
MH04g0636500,MH08g0423600
MH11g0212900,MH01g0204700
MH05g0350800,MH07g0361500
MH12g0358200,MH01g0383200
MH06g0595600,MH04g0660700
MH08g0403900,MH03g0330100
MH08g0410200,MH12g0055000
MH07g0016800,MH05g0253500
MH02g0309100,MH03g0251800
MH07g0286500,MH09g0218100
MH02g0160600,MH04g0405000
MH04g0554000,MH02g0365100
MH04g0135900,MH08g0260400
MH08g0476200,MH01g0413600
MH11g0034500,MH07g0117700
MH08g0265000,MH05g0084000
MH06g0285100,MH06g0197900
MH04g0147800,MH11g0648300
MH12g0319300,MH05g0381100
MH06g0534900,MH10g0285500
MH12g0248000,MH09g0225200
MH09g0412700,MH10g0066500
MH10g0181000,MH04g0362600
MH10g0062800,MH06g0478300
MH11g0170300,MH03g0045900
MH08g0387100,MH03g0648000
MH08g0384100,MH07g0179100
MH02g0063600,MH05g0479100
MH07g0015000,MH06g0250000
MH04g0588400,MH05g0342500
MH09g0357300,MH09g0222400
MH03g0489000,MH12g0292600
MH06g0291300,MH01g0798500
MH07g0159100,MH06g0238300
MH05g0348800,MH11g0601500
MH12g0238400,MH11g0062600
MH06g0078200,MH04g0243800
MH05g0472100,MH06g0531900
MH06g0187800,MH01g0165400
MH01g0387000,MH10g0401500
MH10g0390200,MH08g0244300
MH03g0494500,MH04g0537100
MH05g0274300,MH02g0218900
MH03g0691300,MH10g0349100
MH08g0058400,MH02g0699500
MH10g0362300,MH01g0042100
MH08g0372900,MH02g0527800
MH08g0355500,MH03g0131300
MH02g0329400,MH09g0086500
MH10g0109300,MH07g0432000
MH04g0271100,MH09g0236900
MH06g0670900,MH08g0383600
MH06g0288500,MH08g0152000
MH05g0230000,MH10g0026600
MH11g0523400,MH09g0352000
MH02g0263400,MH05g0341600
MH11g0447500,MH01g0797800
MH01g0340800,MH01g0809500
MH01g0165500,MH08g0402800
MH03g0456600,MH02g0468700
MH04g0603200,MH08g0229000
MH05g0151600,MH02g0340500
MH11g0430600,MH09g0395900
MH02g0073200,MH04g0199000
MH11g0010000,MH12g0293800
MH01g0471100,MH03g0757700
MH05g0033500,MH08g0444900
MH08g0215500,MH11g0247200
MH01g0343300,MH12g0168700
MH05g0425100,MH02g0170800
MH04g0243400,MH02g0112500
MH04g0620700,MH06g0309800
MH04g0309100,MH05g0258400
MH11g0534000,MH05g0066400
MH01g0017300,MH04g0516800
MH03g0570700,MH08g0326600
MH03g0571100,MH03g0140300
MH06g0475900,MH02g0382900
MH02g0358900,MH05g0019700
MH12g0393700,MH05g0082600
MH02g0086300,MH12g0069300
MH10g0292400,MH01g0424700
MH07g0187500,MH08g0257700
MH04g0130300,MH05g0426800
MH06g0593100,MH07g0382400
MH08g0247300,MH12g0321500
MH08g0555900,MH04g0303800
MH01g0777100,MH01g0500600
MH12g0234100,MH09g0174200
MH04g0706800,MH02g0304300
MH09g0123100,MH07g0333300
MH06g0555300,MH02g0331900
MH07g0196500,MH03g0367700
MH11g0433200,MH12g0354600
MH01g0411300,MH01g0136800
MH04g0588300,MH02g0343000
MH03g0172200,MH09g0169500
MH11g0170500,MH12g0385400
MH07g0029900,MH10g0047100
MH09g0378300,MH10g0024200
MH06g0218400,MH08g0487700
MH03g0726000,MH12g0404100
MH11g0449300,MH10g0166400
MH04g0256900,MH02g0199200
MH10g0351400,MH06g0313100
MH04g0110800,MH01g0593100
MH01g0798000,MH08g0131000
MH01g0376000,MH05g0232800
MH09g0272600,MH03g0343000
MH01g0127800,MH02g0712800
MH07g0323200,MH11g0414100
MH05g0125000,MH09g0198000
MH02g0614300,MH11g0215900
MH12g0325800,MH11g0081300
MH04g0104400,MH05g0374100
MH03g0748100,MH07g0304600
MH05g0269000,MH09g0098500
MH06g0476300,MH11g0413200
MH08g0480200,MH01g0297100
MH11g0305100,MH10g0066200
MH11g0254800,MH07g0479100
MH07g0512700,MH05g0342500
MH12g0232600,MH01g0783800
MH10g0068700,MH01g0250300
MH11g0252000,MH08g0104200
MH12g0048700,MH05g0426200
MH02g0694600,MH06g0406600
MH02g0688700,MH01g0075900
MH08g0448500,MH11g0032900
MH02g0495200,MH01g0729300
MH06g0484000,MH02g0221400
MH05g0057300,MH11g0225100
MH07g0431500,MH07g0335100
MH01g0594000,MH06g0121800
MH07g0540600,MH11g0371400
MH03g0376600,MH06g0397200
MH08g0261700,MH04g0350500
MH07g0363100,MH02g0711500
MH02g0127600,MH07g0096500
MH07g0222100,MH10g0378200
MH10g0249300,MH08g0376400
MH05g0274400,MH08g0507700
MH04g0561200,MH09g0108200
MH06g0360400,MH11g0665000
MH07g0531100,MH04g0053500
MH06g0276100,MH11g0560000
MH04g0593600,MH04g0357900
MH12g0037800,MH03g0764100
MH10g0252400,MH08g0418600
MH03g0305000,MH10g0016200
MH02g0556600,MH05g0176600
MH12g0183500,MH12g0138100
MH06g0492600,MH01g0043100
MH01g0141100,MH10g0221600
MH07g0135600,MH11g0124800
MH04g0036300,MH12g0126100
MH07g0328200,MH05g0398500
MH02g0162600,MH11g0514400
MH06g0657300,MH08g0051600
MH12g0053500,MH04g0131500
MH10g0332800,MH03g0658700
MH09g0367600,MH11g0379900
MH05g0520800,MH12g0108600
MH02g0215800,MH11g0162100
MH05g0353100,MH08g0364700
MH12g0422800,MH03g0404200
MH07g0479000,MH02g0611700
MH08g0137100,MH10g0047100
MH01g0361400,MH10g0056600
MH03g0167900,MH05g0474200
MH07g0230700,MH04g0226300
MH11g0512400,MH05g0234400
MH06g0485600,MH07g0516000
MH07g0363200,MH02g0615100
MH03g0280700,MH05g0501900
MH08g0260800,MH01g0796900
MH07g0120300,MH04g0328800
MH07g0524200,MH12g0054200
MH08g0101200,MH11g0485100
MH10g0283400,MH10g0021700
MH10g0333000,MH09g0025700
MH09g0104200,MH03g0743300
MH02g0291800,MH05g0124800
MH12g0387400,MH12g0248900
MH03g0267800,MH04g0377700
MH04g0428600,MH11g0405100
MH06g0710800,MH05g0273900
MH12g0261500,MH02g0214900
MH06g0164600,MH07g0014700
MH07g0241400,MH11g0089200
MH10g0179800,MH12g0231100
MH06g0053300,MH05g0502900
MH04g0148700,MH11g0355300
MH09g0384900,MH11g0233000
MH06g0691500,MH12g0172000
MH11g0082100,MH04g0104500
MH09g0231300,MH03g0264800
MH03g0495400,MH05g0090800
MH06g0531100,MH02g0583700
MH11g0104600,MH07g0147900
MH08g0365200,MH08g0527500
MH04g0045300,MH06g0477500
MH02g0161900,MH12g0459800
MH07g0541100,MH02g0307500
MH03g0413300,MH12g0036800
MH10g0235800,MH05g0405100
MH02g0399800,MH09g0107300
MH10g0147400,MH07g0187200
MH07g0061500,MH07g0514500
MH01g0510500,MH04g0554100
MH10g0241200,MH05g0295100
MH03g0152800,MH02g0703500
MH01g0367400,MH02g0066900
MH02g0705400,MH07g0138300
MH06g0214400,MH04g0708700
MH01g0784900,MH01g0525200
MH09g0178400,MH08g0424000
MH05g0537400,MH03g0335200
MH03g0742800,MH12g0241000
MH01g0181800,MH01g0216100
MH02g0644400,MH11g0304100
MH10g0384500,MH05g0372400
MH12g0307400,MH05g0241400
MH11g0308300,MH04g0195000
MH06g0276200,MH01g0760700
MH04g0204100,MH03g0274300
MH07g0432800,MH12g0244200
MH10g0137800,MH02g0711300
MH06g0226900,MH11g0081700
MH01g0427900,MH03g0045000
MH06g0041200,MH01g0299700
MH11g0195400,MH06g0220600
MH03g0738000,MH10g0133600
MH01g0610600,MH06g0189300
MH04g0058300,MH09g0440900
MH04g0242900,MH10g0150400
MH03g0507500,MH01g0185700
MH09g0242000,MH04g0435300
MH04g0508100,MH10g0319900
MH09g0088700,MH12g0141300
MH05g0024000,MH01g0656500
MH06g0587000,MH07g0396900
MH08g0174700,MH10g0388900
MH11g0654300,MH03g0720300
MH02g0605200,MH09g0042300
MH06g0213300,MH02g0481700
MH07g0273900,MH01g0518600
MH05g0162500,MH05g0418200
MH04g0061000,MH07g0177600
MH08g0389100,MH07g0431500
MH04g0353100,MH06g0689400
MH08g0448200,MH06g0475500
MH04g0080300,MH11g0222200
MH01g0161500,MH12g0040900
MH05g0120500,MH10g0216100
MH07g0020000,MH06g0686000
MH10g0214800,MH07g0171200
MH11g0224700,MH11g0051700
MH02g0164500,MH11g0236500
MH09g0403100,MH04g0637000
MH01g0808000,MH12g0301400
MH03g0547500,MH03g0583600
MH01g0806100,MH04g0113600
MH10g0441800,MH09g0381600
MH11g0018500,MH11g0539900
MH12g0058100,MH01g0687400
MH05g0101700,MH11g0060400
MH10g0235400,MH12g0107700
MH03g0499600,MH10g0350000
MH02g0249900,MH07g0129100
MH05g0105700,MH04g0686800
MH05g0157800,MH10g0019100
MH07g0246700,MH10g0238800
MH06g0105600,MH10g0071200
MH06g0190500,MH08g0384300
MH02g0496700,MH07g0443000
MH03g0512200,MH11g0315900
MH09g0462900,MH04g0114000
MH01g0315100,MH12g0457500
MH03g0328800,MH02g0299000
MH04g0498500,MH04g0226500
MH01g0464300,MH05g0025600
MH11g0542900,MH11g0040700
MH03g0410300,MH11g0222400
MH03g0069900,MH05g0287800
MH10g0120300,MH04g0053400
MH02g0468700,MH06g0334200
MH04g0206000,MH10g0176700
MH08g0259700,MH05g0546300
MH07g0524400,MH10g0349300
MH06g0329500,MH05g0348700
MH01g0595000,MH11g0086200
MH02g0301800,MH04g0087000
MH04g0434900,MH05g0023100
MH07g0261700,MH09g0454900
MH02g0306200,MH05g0473200
MH09g0088900,MH06g0358100
MH10g0396100,MH08g0106700
MH04g0585000,MH06g0023700
MH08g0383500,MH11g0393600
MH07g0362600,MH01g0078100
MH09g0264200,MH12g0239200
MH09g0355200,MH11g0431100
MH05g0074900,MH05g0334000
MH06g0459500,MH01g0126500
MH03g0719800,MH06g0078400
MH02g0616700,MH10g0079500
MH05g0498900,MH08g0326000
MH02g0269100,MH06g0335200
MH09g0196300,MH12g0277900
MH01g0424900,MH04g0220600
MH01g0034100,MH04g0204000
MH07g0137900,MH10g0262500
MH10g0107900,MH04g0137100
MH01g0219600,MH08g0270000
MH09g0377400,MH03g0180300
MH05g0357700,MH01g0287800
MH11g0434800,MH05g0452300
MH04g0309300,MH02g0663800
MH06g0416700,MH11g0369200
MH01g0388900,MH07g0324100
MH02g0035200,MH05g0373400
MH11g0188400,MH01g0407300
MH04g0552000,MH02g0589800
MH02g0047800,MH09g0306200
MH12g0011400,MH09g0468200
MH01g0048400,MH04g0536700
MH02g0691200,MH11g0149300
MH02g0075700,MH11g0383700
MH06g0356300,MH01g0630000
MH10g0025300,MH02g0075300
MH03g0327200,MH08g0529900
MH12g0245200,MH12g0050800
MH02g0128100,MH04g0311800
MH07g0259900,MH11g0419800
MH04g0610300,MH09g0297300
MH12g0171600,MH01g0278800
MH03g0250700,MH08g0555700
MH12g0211200,MH05g0304900
MH07g0418400,MH03g0591200
MH09g0073700,MH10g0043200
MH08g0026700,MH09g0012600
MH09g0458100,MH12g0356900
MH08g0425900,MH12g0209600
MH11g0649800,MH09g0090000
MH07g0484100,MH06g0027500
MH05g0368900,MH02g0389200
MH06g0133000,MH01g0545000
MH06g0551900,MH05g0266900
MH09g0034900,MH12g0239200
MH09g0167400,MH06g0396500
MH04g0552000,MH07g0506300
MH04g0472200,MH02g0549200
MH10g0360100,MH06g0250500
MH06g0491900,MH03g0736200
MH10g0037000,MH06g0312200
MH02g0707600,MH08g0178000
MH11g0366200,MH01g0430400
MH09g0174500,MH01g0252400
MH05g0070200,MH09g0135900
MH04g0591900,MH07g0484100
MH07g0209100,MH12g0434700
MH08g0473800,MH12g0255800
MH03g0278600,MH01g0361300
MH06g0199300,MH08g0333100
MH04g0301100,MH12g0297500
MH06g0079200,MH04g0597400
MH02g0643600,MH08g0252900
MH08g0366600,MH03g0777900
MH06g0641800,MH05g0561300
MH03g0166100,MH04g0280400
MH02g0145800,MH01g0062900
MH01g0248400,MH09g0221200
MH03g0261400,MH03g0428200
MH05g0146600,MH07g0431000
MH09g0413600,MH12g0351100
MH01g0341000,MH04g0603100
MH01g0239700,MH12g0254700
MH07g0113800,MH04g0014100
MH03g0364500,MH01g0031200
MH05g0401400,MH06g0312300
MH06g0228800,MH04g0240300
MH04g0035400,MH10g0060600
MH09g0171200,MH08g0227300
MH11g0222600,MH08g0108500
MH03g0319500,MH04g0125900
MH06g0461800,MH03g0106700
MH02g0642700,MH09g0070000
MH06g0472200,MH12g0168000
MH10g0181700,MH02g0104100
MH11g0616100,MH04g0125700
MH08g0019700,MH07g0188100
MH10g0044100,MH10g0219500
MH04g0079900,MH03g0422200
MH10g0221500,MH06g0417100
MH09g0218500,MH07g0229800
MH04g0666600,MH11g0583700
MH05g0301300,MH07g0431100
MH04g0112300,MH04g0220500
MH05g0076400,MH02g0510500
MH02g0080300,MH05g0292600
MH07g0495300,MH12g0147700
MH01g0033600,MH02g0099900
MH10g0080700,MH04g0013900
MH02g0375100,MH10g0137300
MH04g0574000,MH04g0450000
MH12g0235400,MH02g0225900
MH06g0101300,MH11g0221500
MH06g0408600,MH02g0395900
MH02g0274000,MH10g0396900
MH04g0030500,MH09g0398000
MH03g0127800,MH03g0542000
MH10g0028900,MH11g0219100
MH08g0262400,MH08g0137700
MH11g0126100,MH07g0173800
MH08g0472200,MH03g0286400
MH11g0480400,MH08g0253300
MH01g0301800,MH04g0252800
MH12g0311700,MH12g0227300
MH04g0415900,MH03g0418200
MH09g0163800,MH09g0198500
MH06g0705700,MH05g0549700
MH10g0188300,MH11g0215100
MH11g0230200,MH01g0221800
MH06g0241600,MH08g0176400
MH06g0705400,MH09g0247900
MH01g0151300,MH06g0488700
MH05g0367200,MH07g0412100
MH04g0516800,MH01g0265300
MH04g0593100,MH06g0665000
MH11g0074400,MH05g0275400
MH08g0256700,MH05g0296900
MH01g0383700,MH05g0563600
MH11g0559100,MH05g0261200
MH06g0570100,MH10g0248000
MH05g0192000,MH01g0085300
MH01g0787000,MH06g0529500
MH12g0320600,MH07g0105400
MH11g0011400,MH01g0525200
MH03g0055600,MH07g0333500
MH06g0609700,MH10g0026600
MH03g0403700,MH11g0196800
MH02g0225400,MH02g0481700
MH09g0191500,MH09g0269500
MH02g0646600,MH08g0427800
MH06g0353300,MH01g0494600
MH05g0356700,MH09g0295600
MH07g0326800,MH01g0343000
MH11g0121100,MH07g0384000
MH06g0194800,MH01g0726900
MH06g0492400,MH11g0226000
MH01g0638300,MH12g0253700
MH11g0631600,MH07g0133100
MH08g0485500,MH10g0112400
MH06g0443900,MH11g0634800
MH04g0405600,MH05g0455200
MH02g0231500,MH04g0055600
MH03g0343700,MH04g0366400
MH03g0693300,MH04g0238400
MH03g0327500,MH06g0352800
MH04g0393000,MH06g0376400
MH07g0383000,MH11g0033400
MH04g0631800,MH09g0070000
MH09g0220600,MH10g0262100
MH09g0416800,MH01g0037100
MH12g0258600,MH01g0327800
MH08g0336000,MH01g0505500
MH03g0764000,MH03g0454200
MH06g0172900,MH10g0145300
MH10g0048400,MH04g0199900
MH07g0182300,MH10g0354700
MH04g0513900,MH12g0248300
MH01g0041500,MH08g0054300
MH05g0357300,MH12g0346000
MH05g0068600,MH08g0218400
MH12g0167300,MH10g0091200
MH11g0601600,MH03g0109700
MH12g0212500,MH04g0589100
MH02g0264000,MH08g0330100
MH08g0430300,MH03g0341900
MH02g0147000,MH02g0040700
MH10g0012400,MH07g0225800
MH05g0304300,MH06g0588300
MH07g0034400,MH07g0465600
MH05g0371300,MH04g0233200
MH04g0411800,MH06g0548300
MH09g0071900,MH06g0619700
MH11g0613800,MH04g0658000
MH06g0358800,MH08g0276600
MH05g0215200,MH11g0601800
MH07g0422700,MH02g0540500
MH11g0083100,MH04g0472200
MH12g0385300,MH07g0174100
MH07g0148100,MH01g0535100
MH11g0416400,MH11g0351100
MH11g0564800,MH08g0388800
MH06g0074600,MH03g0545000
MH01g0074000,MH01g0081500
MH04g0201000,MH01g0152400
MH08g0133500,MH05g0032100
MH06g0088600,MH09g0043700
MH03g0413500,MH01g0183300
MH11g0192300,MH07g0234200
MH05g0272500,MH07g0172000
MH04g0171400,MH11g0194400
MH08g0129200,MH11g0379700
MH01g0291900,MH09g0407300
MH01g0029900,MH11g0374000
